,date,variable,value
179,2015-10,4,0.020986005654116326
180,2015-11,4,0.07660736234929344
181,2015-12,4,0.10751189859434566
182,2016-01,4,0.31925929311599466
183,2016-02,4,0.09000644956569565
184,2016-03,4,0.09067936949752861
185,2016-04,4,0.08952742650777788
186,2016-05,4,0.2941677830755695
187,2016-06,4,0.14563460328655678
188,2016-07,4,0.16644215141686092
189,2016-08,4,0.0
190,2016-09,4,0.2862440628416786
191,2016-10,4,0.3619883516314396
192,2016-11,4,0.01
193,2016-12,4,0.1273995399238787
194,2017-01,4,0.061493909161627655
195,2017-02,4,0.08415531250099553
196,2017-03,4,0.14292636278138177
197,2017-04,4,0.08203940684580285
198,2017-05,4,0.0775701988861426
199,2017-06,4,0.06604550857781646
